2565, 0.055525063175284536
11, 0.039282606300631864
457, 0.033895226497318444
1549, 0.030016197298289696
766, 0.025486775710420313
1166, 0.024807392886980188
15, 0.021980968572951124
4037, 0.020930730872984662
1374, 0.019167007080607812
1151, 0.01371984033830287
2688, 0.013361612758201968
2328, 0.012706659369448342
28, 0.012475042728814771
737, 0.012372955797064987
2485, 0.01124711160868385
2654, 0.01115682289660129
3352, 0.011035728630616049
72, 0.010979299158846791
2237, 0.01059211175559697
789, 0.010361171297879343
2470, 0.01006934482308304
5524, 0.009862271766797027
1186, 0.00970975192846138
2625, 0.009391809890265767
8178, 0.00928366458770997
5022, 0.00896390352557329
665, 0.008765148358603432
5079, 0.008670188961297651
2398, 0.008539957429331458
600, 0.008300327796821815
4191, 0.008204712810630448
4247, 0.008031076969784409
762, 0.007872329951726502
2651, 0.007813287088981047
1133, 0.007703288983413281
2658, 0.0076879969169711465
825, 0.007642607369825149
5254, 0.0074679875450000075
5802, 0.007423648942104108
311, 0.0072910196535095825
1608, 0.007050784738940303
214, 0.006934247742076475
2972, 0.006922707907021415
36, 0.006920219252983341
24, 0.0069113219002529275
6, 0.006882753955899141
5179, 0.006757257015801427
6634, 0.00667877931594924
3456, 0.006639903634339591
4875, 0.006633678000955681
2871, 0.006610470892485339
8293, 0.006569613951454356
173, 0.0065325032748970065
86, 0.006403928502762529
5189, 0.006318948138009851
2256, 0.006255822689312432
68, 0.006151877170475186
4828, 0.0059161846116379925
2535, 0.005913409631048524
6946, 0.005903590723042471
5819, 0.005865102832753204
5543, 0.005822844359233879
1098, 0.005787999098641613
407, 0.0057558391205396854
4310, 0.005691567433914065
2160, 0.005598695721732832
3453, 0.00559684579993276
3334, 0.005516888096865868
722, 0.005500454501789408
4099, 0.005483695566179181
2576, 0.005477321758346561
306, 0.005448810303795877
1080, 0.00544804448697931
6774, 0.005440883428038002
3447, 0.005258991285475202
1297, 0.005125414571544938
3089, 0.00511820665249986
5484, 0.005110245422563933
3976, 0.005049762489426024
87, 0.004997680272902336
1811, 0.004978372060853227
5210, 0.004841139890849043
4687, 0.0048122823838011065
7620, 0.004748773938657312
6296, 0.004714190023775469
55, 0.00468903377145578
6123, 0.004620556156301638
